projectId,job_title,job_description,tags,client_state,client_country,client_average_rating,client_review_count,min_price,max_price,avg_price,currency,rate_type,job_scope,skill_level,work_environment
48,Install CCTV system wiring,Need electrical wiring for 4-camera CCTV system. Very urgent - need ASAP.,"['wiring', 'electrical']",Mandaluyong City,Philippines,4.0,35,25834,56544,41189,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
15,Replace toilet flush mechanism,"Toilet tank mechanism broken, need replacement. Need to purchase materials.","['water', 'plumbing', 'pipes']",Manila,Philippines,4.5,20,1417,1912,1664,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
470,Tile cleaning,Clean pool tile line. Need to purchase materials.,"['pool', 'cleaning']",Mandaluyong City,Philippines,4.4,26,5000,8099,6549,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
51,Install LED lighting,Replace all fluorescent with LED lighting throughout house.,"['power', 'wiring']",Mandaluyong City,Philippines,4.8,7,3228,4481,3854,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
23,Fix pipe leak under sink,Water leaking from pipe under kitchen sink. Creating water damage. Price is negotiable.,"['water', 'fixtures', 'plumbing', 'pipes']",Taguig City,Philippines,4.7,29,3435,6730,5082,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
180,Foundation repair,Repair cracked foundation. Already have the materials.,"['concrete', 'tiles', 'masonry']",Pasay City,Philippines,4.4,43,2408,4136,3272,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
171,Wall plastering,Plaster and finish interior walls. Already have the materials.,"['tiles', 'masonry', 'concrete']",Mandaluyong City,Philippines,4.6,28,2988,3647,3317,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
397,Office relocation,Move office furniture and equipment.,"['delivery', 'moving']",Navotas City,Philippines,4.8,27,1849,2534,2191,PHP,fixed,MINOR_REPAIR,EXPERT,INDOOR
210,Tank fabrication,Fabricate steel water tank. Please message for viewing.,"['fabrication', 'metal', 'welding']",Pasig City,Philippines,3.9,27,3141,5022,4081,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
480,Electric fence,Install electric fence system. Very urgent - need ASAP.,"['alarm', 'CCTV', 'installation']",Zamboanga City,Philippines,4.0,9,8983,16953,12968,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
324,Paver installation,Install pavers for garden pathway. Need experienced professional.,"['garden', 'outdoor', 'plants', 'landscaping']",Paranaque City,Philippines,5.0,5,4300,7220,5760,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
409,Storage unit move,Move contents of storage unit.,"['hauling', 'delivery', 'relocation', 'moving']",Navotas City,Philippines,4.6,40,1595,2041,1818,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
204,Balcony railing,Fabricate balcony safety railing.,"['fabrication', 'welding', 'metal']",Marikina City,Philippines,4.4,41,665,1008,836,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
244,Fix door lock,Door lock mechanism jammed. Need repair or replacement. Please message for viewing.,"['home improvement', 'handyman', 'maintenance', 'repair']",Las Pinas City,Philippines,4.1,19,2071,3467,2769,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
124,Refrigerant recharge,Aircon needs freon recharge. Low cooling.,"['cooling', 'ventilation', 'aircon', 'HVAC']",Manila,Philippines,5.0,32,4623,9157,6890,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
120,Refrigerant recharge,Aircon needs freon recharge. Low cooling. Already have the materials.,"['cooling', 'HVAC']",Muntinlupa City,Philippines,4.7,18,104479,185127,144803,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,BOTH
259,Repair water dispenser,Water dispenser not heating water. Please message for viewing.,"['appliance', 'electronics', 'maintenance']",Mandaluyong City,Philippines,4.3,6,11931,23961,17946,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,OUTDOOR
146,Waterproofing paint,Apply waterproof paint to roof deck. Already have the materials.,"['repainting', 'painting']",Taguig City,Philippines,4.3,39,1810,3180,2495,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
334,Install irrigation,Install drip irrigation system for garden. Need to purchase materials.,"['landscaping', 'outdoor', 'plants']",Malabon City,Philippines,3.9,15,727,1028,877,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
240,Weather stripping,Install weather stripping on doors. Please message for viewing.,"['home improvement', 'repair']",Antipolo City,Philippines,3.9,27,2450,3942,3196,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
118,Aircon repair,Aircon not cooling properly. May need freon refill. Please message for viewing.,"['ventilation', 'HVAC']",San Juan City,Philippines,4.0,32,1439,1927,1683,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
87,Garage cleaning,Deep clean and organize garage space.,"['cleaning', 'housekeeping', 'sanitization', 'maintenance']",Muntinlupa City,Philippines,4.2,25,1190,2082,1636,PHP,fixed,MINOR_REPAIR,EXPERT,INDOOR
142,Exterior house painting,Paint exterior walls of 2-story house.,"['painting', 'coating', 'repainting']",Manila,Philippines,4.9,31,8556,14049,11302,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
179,Steps and stairs,Build concrete steps to entrance.,"['masonry', 'construction', 'tiles']",Paranaque City,Philippines,4.8,7,2245,3976,3110,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
62,Repair damaged flooring,Wooden floor boards damaged from water leak.,"['furniture', 'carpentry', 'construction', 'wood']",Marikina City,Philippines,5.0,36,692,896,794,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
218,Steel door frame,Make and install steel door frame. Need experienced professional.,"['metal', 'fabrication']",Marikina City,Philippines,4.4,43,1159,1706,1432,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
232,Doorknob replacement,Replace 5 interior doorknobs. First time homeowner.,"['home improvement', 'handyman', 'maintenance', 'repair']",Manila,Philippines,3.8,44,14831,27850,21340,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
35,Complete house rewiring,Full house electrical rewiring. Old wires need replacement. Need experienced professional.,"['electrical', 'power', 'installation']",Manila,Philippines,4.5,16,32701,52117,42409,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
8,Fix pipe leak under sink,Water leaking from pipe under kitchen sink. Creating water damage. Very urgent - need ASAP.,"['plumbing', 'fixtures', 'pipes', 'water']",Antipolo City,Philippines,4.1,23,22058,41270,31664,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
292,Patch roof leak,Roof leaking during heavy rain. Need to find and patch. Can be scheduled for next week.,"['waterproofing', 'roofing', 'installation', 'repair']",Manila,Philippines,4.9,30,12275,17474,14874,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
408,Storage unit move,Move contents of storage unit. Please message for viewing.,"['delivery', 'moving', 'relocation', 'hauling']",Marikina City,Philippines,4.9,33,1099,1454,1276,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
29,Complete house rewiring,Full house electrical rewiring. Old wires need replacement. Very urgent - need ASAP.,"['power', 'installation', 'electrical', 'wiring']",Caloocan City,Philippines,4.5,49,49355,106754,78054,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
133,Aircon repair,Aircon not cooling properly. May need freon refill. Very urgent - need ASAP.,"['aircon', 'cooling']",Mandaluyong City,Philippines,4.2,11,3314,5175,4244,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
113,Clean aircon unit,Annual cleaning and maintenance of aircon. Need to purchase materials.,"['aircon', 'HVAC']",Mandaluyong City,Philippines,4.3,46,1831,2469,2150,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
307,Install skylight,Install skylight in bedroom. Already have the materials.,"['installation', 'waterproofing', 'roofing', 'repair']",Antipolo City,Philippines,3.8,49,1784,3208,2496,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
109,Water tank cleaning,Clean and sanitize water storage tank. Need experienced professional.,"['housekeeping', 'maintenance', 'sanitization', 'cleaning']",Makati City,Philippines,3.5,6,3631,6969,5300,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
361,Grout cleaning,Deep clean and reseal grout lines. Already have the materials.,"['refinishing', 'installation']",Makati City,Philippines,4.5,48,5437,9177,7307,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
24,Fix toilet leak,Toilet base is leaking water. Need to reseat and reseal. First time homeowner.,"['water', 'pipes']",Mandaluyong City,Philippines,4.2,31,829,1328,1078,PHP,fixed,MINOR_REPAIR,EXPERT,BOTH
473,Monitoring setup,Set up remote monitoring. Need to purchase materials.,"['security', 'CCTV', 'alarm']",Cebu City,Philippines,4.8,25,14643,24185,19414,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
466,Leak detection,Find source of pool water loss. Price is negotiable.,"['pool', 'repair']",Malabon City,Philippines,4.4,9,7425,13165,10295,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
337,Hardwood refinishing,Sand and refinish hardwood floors. Price is negotiable.,"['flooring', 'tiles', 'installation']",Muntinlupa City,Philippines,4.7,21,31304,58660,44982,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
429,Tile removal,Remove old floor tiles. Please message for viewing.,"['removal', 'hauling', 'teardown']",Navotas City,Philippines,4.9,40,3373,5645,4509,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
5,Install water heater,Need to install electric water heater in bathroom. Includes piping work. Price is negotiable.,"['fixtures', 'plumbing', 'pipes']",Paranaque City,Philippines,4.7,41,19681,28924,24302,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
279,Fix microwave,Microwave not heating. Turntable works.,"['appliance', 'electronics']",Cebu City,Philippines,4.6,50,2895,3943,3419,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
291,Complete re-roofing,Replace entire roof with new materials. Need to purchase materials.,"['installation', 'waterproofing', 'repair']",Taguig City,Philippines,4.9,48,7289,12688,9988,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
18,Install new shower head,Need to install a new rain shower head in the bathroom. First time homeowner.,"['fixtures', 'plumbing', 'pipes']",Caloocan City,Philippines,3.7,47,41915,69547,55731,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
103,Aircon cleaning,Clean and service 3 aircon units. First time homeowner.,"['maintenance', 'housekeeping', 'sanitization', 'cleaning']",Caloocan City,Philippines,3.7,2,1364,2050,1707,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
451,Pool draining,Drain and clean empty pool. Already have the materials.,"['cleaning', 'maintenance', 'pool']",Caloocan City,Philippines,3.7,1,1087,1452,1269,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
379,Bee hive removal,Remove bee hive from tree. Already have the materials.,"['treatment', 'extermination']",Muntinlupa City,Philippines,3.9,35,1480,2037,1758,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
159,Commercial painting,Paint office interior 100sqm. First time homeowner.,"['repainting', 'coating', 'painting', 'finishing']",Las Pinas City,Philippines,4.5,37,26097,50902,38499,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,OUTDOOR
207,Install window grills,Weld and install security grills on 4 windows. Can be scheduled for next week.,"['welding', 'fabrication']",Makati City,Philippines,5.0,42,9865,13491,11678,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
168,Wall repair and paint,Patch wall cracks then repaint room. Need to purchase materials.,"['finishing', 'painting', 'coating']",Makati City,Philippines,4.8,33,9018,14269,11643,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
294,Flashing repair,Repair damaged roof flashing. Need to purchase materials.,"['installation', 'waterproofing', 'repair', 'roofing']",Paranaque City,Philippines,3.7,40,847,1264,1055,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
41,Smart home wiring,Install wiring for smart home switches and devices. Please message for viewing.,"['power', 'wiring']",Marikina City,Philippines,4.8,42,8406,13617,11011,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
50,Smart home wiring,Install wiring for smart home switches and devices.,"['electrical', 'installation', 'wiring']",Marikina City,Philippines,4.0,46,5637,9208,7422,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
404,Packing service,Pack all household items for move. Very urgent - need ASAP.,"['hauling', 'delivery', 'relocation']",Pasig City,Philippines,4.8,47,8164,15689,11926,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
165,Fence painting,Paint concrete fence around property. Please message for viewing.,"['repainting', 'painting', 'finishing', 'coating']",Pasig City,Philippines,4.1,48,6793,10170,8481,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
247,Replace ceiling tiles,Several ceiling tiles water damaged.,"['handyman', 'maintenance', 'repair', 'home improvement']",Taguig City,Philippines,4.3,36,10693,16803,13748,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
27,Install water heater,Need to install electric water heater in bathroom. Includes piping work. Very urgent - need ASAP.,"['fixtures', 'plumbing']",Makati City,Philippines,4.9,26,1442,2275,1858,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
491,Camera upgrade,Upgrade to HD security cameras.,"['CCTV', 'security']",Quezon City,Philippines,4.6,46,8900,15283,12091,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
47,Install solar panel wiring,Connect solar panel system to house electrical.,"['installation', 'wiring']",Davao City,Philippines,4.0,43,6640,9361,8000,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
471,Winter closing,Prepare pool for off season. Need to purchase materials.,"['maintenance', 'pool']",Zamboanga City,Philippines,4.8,40,1422,2103,1762,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
351,Hardwood refinishing,Sand and refinish hardwood floors.,"['refinishing', 'installation', 'flooring']",Marikina City,Philippines,4.8,16,9687,18725,14206,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
464,Weekly maintenance,Weekly pool maintenance service. Please message for viewing.,"['repair', 'cleaning', 'pool', 'maintenance']",Taguig City,Philippines,3.6,5,7322,10231,8776,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
356,Hardwood refinishing,Sand and refinish hardwood floors.,"['tiles', 'refinishing', 'flooring', 'installation']",Taguig City,Philippines,3.7,24,69995,120664,95329,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
468,Winter closing,Prepare pool for off season. Price is negotiable.,"['cleaning', 'maintenance', 'repair']",Navotas City,Philippines,3.8,20,5097,8610,6853,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
173,Fireplace construction,Build outdoor brick fireplace.,"['tiles', 'concrete', 'masonry']",Paranaque City,Philippines,4.4,46,10451,17731,14091,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
217,Carport construction,Build steel carport structure.,"['steel', 'fabrication', 'welding']",Marikina City,Philippines,3.9,12,6839,9735,8287,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
202,Metal roof frame,Weld steel frame for carport roof. Price is negotiable.,"['metal', 'steel', 'welding']",San Juan City,Philippines,3.5,25,1210,2027,1618,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
145,Ceiling painting,Repaint ceiling in 3 bedrooms. Need experienced professional.,"['painting', 'coating', 'finishing']",Makati City,Philippines,3.5,47,5810,10054,7932,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
186,Build concrete fence,Construct 15 meters concrete hollow block fence. Already have the materials.,"['tiles', 'concrete', 'construction']",Marikina City,Philippines,4.2,43,19028,27993,23510,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
472,Weekly maintenance,Weekly pool maintenance service. Price is negotiable.,"['repair', 'maintenance', 'cleaning', 'pool']",Cebu City,Philippines,4.1,4,1986,2728,2357,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
406,Packing service,Pack all household items for move. Need experienced professional.,"['moving', 'relocation', 'delivery']",Caloocan City,Philippines,5.0,24,43468,76217,59842,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,OUTDOOR
154,Commercial painting,Paint office interior 100sqm. Need experienced professional.,"['painting', 'finishing', 'repainting']",Caloocan City,Philippines,4.7,9,834,1439,1136,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
288,Roof insulation,Add insulation under roof. First time homeowner.,"['repair', 'roofing', 'installation', 'waterproofing']",Davao City,Philippines,4.7,20,10157,13926,12041,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
286,Roof insulation,Add insulation under roof. Can be scheduled for next week.,"['waterproofing', 'installation', 'roofing']",Paranaque City,Philippines,3.9,20,8201,16208,12204,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
280,Fix blender,Blender motor burnt out. Please message for viewing.,"['maintenance', 'repair']",Navotas City,Philippines,4.9,16,1608,2884,2246,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
172,Patio construction,Build concrete patio 4x4 meters. Very urgent - need ASAP.,"['concrete', 'construction', 'tiles']",Taguig City,Philippines,4.9,33,17622,34090,25856,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
114,Multi-split system install,Install multi-split system for 3 rooms. Very urgent - need ASAP.,"['cooling', 'aircon', 'ventilation', 'HVAC']",Las Pinas City,Philippines,3.9,25,1085,1873,1479,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
256,Repair oven,Electric oven not reaching temperature. First time homeowner.,"['electronics', 'repair', 'maintenance', 'appliance']",Zamboanga City,Philippines,3.5,39,6254,11690,8972,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
211,Repair metal gate,"Gate hinge broken, needs welding repair. Price is negotiable.","['steel', 'metal', 'welding']",Taguig City,Philippines,3.5,46,813,1327,1070,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
95,Move-out cleaning,Complete cleaning for rental unit turnover. Very urgent - need ASAP.,"['maintenance', 'sanitization', 'cleaning']",Paranaque City,Philippines,3.8,21,565,973,769,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
424,Debris hauling,Haul away demolition debris. First time homeowner.,"['demolition', 'hauling', 'teardown', 'removal']",Mandaluyong City,Philippines,4.8,4,7554,13327,10440,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
37,Install ceiling fan,Need to install ceiling fan with light in master bedroom. Very urgent - need ASAP.,"['wiring', 'electrical', 'installation', 'power']",Taguig City,Philippines,3.9,43,10818,20630,15724,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
184,Repair cracked wall,Fix large crack in exterior concrete wall.,"['concrete', 'masonry', 'tiles']",Caloocan City,Philippines,4.8,7,3233,4844,4038,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
93,Deep clean apartment,2BR apartment deep cleaning including kitchen and bathrooms. Need to purchase materials.,"['housekeeping', 'maintenance', 'cleaning']",Navotas City,Philippines,3.9,41,1257,1567,1412,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
16,Install grease trap,Commercial kitchen grease trap installation required. Already have the materials.,"['water', 'fixtures']",Manila,Philippines,4.2,48,22746,49218,35982,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
289,Fix sagging roof,Roof section is sagging. Need reinforcement. Price is negotiable.,"['waterproofing', 'roofing']",Navotas City,Philippines,4.8,45,810,1145,977,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
482,Intercom system,Install door intercom with camera. Please message for viewing.,"['CCTV', 'alarm']",Taguig City,Philippines,4.3,33,4219,6514,5366,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
341,Marble polishing,Polish and restore marble floors. Price is negotiable.,"['flooring', 'installation', 'refinishing']",Mandaluyong City,Philippines,3.7,17,1524,2628,2076,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
446,Winter closing,Prepare pool for off season. Price is negotiable.,"['cleaning', 'maintenance', 'repair']",Davao City,Philippines,4.3,2,13612,28299,20955,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
382,Preventive treatment,Annual preventive pest treatment. Can be scheduled for next week.,"['prevention', 'treatment', 'extermination', 'pest control']",Navotas City,Philippines,5.0,4,3118,5335,4226,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
40,Install doorbell system,Install wireless doorbell system with camera. Very urgent - need ASAP.,"['electrical', 'wiring', 'power', 'installation']",Makati City,Philippines,3.8,2,1226,1811,1518,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
394,Storage unit move,Move contents of storage unit.,"['relocation', 'delivery']",Muntinlupa City,Philippines,4.8,44,1699,2217,1958,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
270,Repair printer,Printer not feeding paper properly. Price is negotiable.,"['appliance', 'repair', 'electronics', 'maintenance']",Paranaque City,Philippines,4.3,15,4695,6551,5623,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
72,Furniture repair,Wooden chair needs leg repair and refinishing. Please message for viewing.,"['furniture', 'wood']",Cebu City,Philippines,3.7,45,1856,3008,2432,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
253,Fix squeaky floor,Multiple floor boards squeaking.,"['repair', 'maintenance']",Caloocan City,Philippines,4.8,25,4531,8104,6317,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
342,Outdoor tiles,Install non-slip tiles on outdoor patio. Need experienced professional.,"['refinishing', 'flooring', 'installation', 'tiles']",Paranaque City,Philippines,4.9,41,74280,111849,93064,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
116,Aircon relocation,Move aircon unit to different room. Need to purchase materials.,"['HVAC', 'ventilation', 'cooling']",Paranaque City,Philippines,4.2,15,104468,156554,130511,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
381,Preventive treatment,Annual preventive pest treatment. Need experienced professional.,"['pest control', 'prevention', 'extermination', 'treatment']",Malabon City,Philippines,4.9,15,23820,50993,37406,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
105,Aircon cleaning,Clean and service 3 aircon units. Please message for viewing.,"['cleaning', 'housekeeping', 'maintenance']",Makati City,Philippines,3.6,39,3372,6398,4885,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
74,Install wooden stairs,Build wooden staircase for 2-story house. Price is negotiable.,"['construction', 'furniture', 'wood', 'carpentry']",Zamboanga City,Philippines,4.4,42,1015,1575,1295,PHP,fixed,MINOR_REPAIR,EXPERT,INDOOR
475,Security gate,Install automatic security gate. Please message for viewing.,"['alarm', 'CCTV']",Mandaluyong City,Philippines,4.5,29,18030,23949,20989,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
59,Furniture repair,Wooden chair needs leg repair and refinishing. Already have the materials.,"['carpentry', 'construction', 'wood']",Navotas City,Philippines,4.4,39,497,744,620,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
305,Replace damaged tiles,Several roof tiles cracked or missing. First time homeowner.,"['roofing', 'repair', 'installation']",Taguig City,Philippines,5.0,21,13031,24494,18762,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
436,Shed demolition,Tear down old storage shed.,"['teardown', 'demolition']",Pasay City,Philippines,4.7,40,3565,5544,4554,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
152,Wall repair and paint,Patch wall cracks then repaint room. Need to purchase materials.,"['finishing', 'painting', 'coating', 'repainting']",San Juan City,Philippines,3.5,1,1464,2157,1810,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
76,Custom furniture making,Build custom study table and bookshelf. Already have the materials.,"['construction', 'furniture', 'carpentry']",Muntinlupa City,Philippines,4.5,27,1211,1700,1455,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
144,Anti-rust treatment,Apply anti-rust treatment to metal structures. Already have the materials.,"['coating', 'finishing', 'painting', 'repainting']",San Juan City,Philippines,4.2,48,2579,4442,3510,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
271,Repair rice cooker,Rice cooker not heating properly. Price is negotiable.,"['maintenance', 'electronics', 'repair', 'appliance']",Mandaluyong City,Philippines,4.9,50,4554,8581,6567,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
104,Upholstery cleaning,Clean sofas and dining chairs. Price is negotiable.,"['sanitization', 'housekeeping', 'maintenance', 'cleaning']",Mandaluyong City,Philippines,3.8,23,1190,1510,1350,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
260,Repair water dispenser,Water dispenser not heating water. Very urgent - need ASAP.,"['electronics', 'appliance']",Antipolo City,Philippines,4.1,24,4646,7950,6298,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
177,Hollow block laying,Lay hollow blocks for room addition. Please message for viewing.,"['construction', 'tiles', 'masonry']",Pasay City,Philippines,4.0,45,3602,6085,4843,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
215,Repair metal gate,"Gate hinge broken, needs welding repair.","['welding', 'fabrication']",Pasig City,Philippines,4.5,48,7450,10129,8789,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
281,Fix TV,LCD TV has lines on screen. Price is negotiable.,"['maintenance', 'appliance', 'electronics']",Taguig City,Philippines,3.6,7,5853,11619,8736,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
350,Outdoor tiles,Install non-slip tiles on outdoor patio. Can be scheduled for next week.,"['flooring', 'tiles', 'refinishing', 'installation']",Las Pinas City,Philippines,4.4,12,2296,2955,2625,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
478,Intercom system,Install door intercom with camera.,"['security', 'CCTV']",Malabon City,Philippines,4.6,48,3532,5852,4692,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
304,Install skylight,Install skylight in bedroom. Need experienced professional.,"['waterproofing', 'roofing', 'repair', 'installation']",Cebu City,Philippines,4.1,14,2495,3232,2863,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
367,Preventive treatment,Annual preventive pest treatment. Already have the materials.,"['treatment', 'pest control', 'extermination', 'prevention']",Quezon City,Philippines,3.7,7,7511,11301,9406,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
484,Access control,Install keycard access system. Already have the materials.,"['alarm', 'CCTV', 'installation']",Zamboanga City,Philippines,4.7,49,64869,122406,93637,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
250,Patch drywall hole,Large hole in drywall needs patching. Need experienced professional.,"['home improvement', 'maintenance']",Quezon City,Philippines,4.0,18,477,801,639,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
52,Rewire old house circuit,One circuit keeps tripping. Need to rewire entire circuit safely. First time homeowner.,"['installation', 'power', 'wiring']",Pasig City,Philippines,4.7,12,11596,16914,14255,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
55,Repair damaged flooring,Wooden floor boards damaged from water leak. Price is negotiable.,"['construction', 'furniture', 'wood']",Malabon City,Philippines,4.7,3,1205,2129,1667,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
415,Crate and ship,Crate valuable items for shipping. Please message for viewing.,"['hauling', 'moving', 'relocation', 'delivery']",Antipolo City,Philippines,3.9,25,2440,3641,3040,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
322,Pond construction,Build small garden pond with pump. Need to purchase materials.,"['landscaping', 'garden', 'plants']",Las Pinas City,Philippines,3.9,50,1904,3365,2634,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
